"区间最大亏损率","市盈率PE.TTM.中位数","市净率PB.LF.内地.中位数","股息率.近12个月.中位数","市现率PCF.经营现金流TTM.中位数","换手率","平均换手率","周换手率","GDP.初步核算数.累计同比","GDP.初步核算数.当季同比","M0.同比","M1.同比","M2.同比","PMI","超额收益率","X2周SHIBOR","X1个月SHIBOR","X3个月SHIBOR","X6个月SHIBOR","X1年SHIBOR","中债国债1年到期收益率","中债国债5年到期收益率","中债国债10年到期收益率","中债国债30年到期收益率","市盈率PE.TTM.市值加权","市现率PCF.经营性现金流TTM.市值加权","市净率PB.LF.市值加权","股息率.近12个月.市值加权","市销率PS.TTM.市值加权","历史PEG.市值加权","A类折溢价率","B类折溢价率","整体折溢价率","IPO首日换手率.中位数","IPO30日换手率.中位数","IPO60日换手率.中位数","IPO家数","IPO首日涨跌幅.中位数","IPO30日涨跌幅.中位数","IPO60日涨跌幅.中位数","中债国债3个月到期收益率","中债国债6个月到期收益率","中债国债3年到期收益率","发行基金数","发行总份额","发行总份额.对应时点市场总市值","B.A成交额对比","B.A成交量对比","A股账户新增开户数.万户","总净买入股份数占比","总增持股份数占比","总减持股份数占比","变动股票数占比","增持次数占比","减持次数占比","涉及高管次数占比","高管净买入股份数占比","高管增持股份数占比","高管减持股份数占比"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
